Customer_ID,Name,Date_of_Purchase,Product,Frequency,Gender,Age_Group,Region,Annual_Income
919060c6-fe3a-4644-b36e-2049595cc91a,Jack Newman,2025-02-26,Bluetooth Speaker,5,Other,65+,North America,95320
b80c9111-df51-4366-b648-ef8fbc60c539,Christopher Chang,2023-10-18,Laptop,9,Male,18-25,Oceania,70310
89278b92-b1a2-49b4-ae0c-64c9f4cb69f8,Crystal Walker,2024-11-05,Gaming Console,1,Other,46-55,South America,25856
d5eb3385-544a-4374-ae26-8404e5ebf5a6,John Poole,2024-10-21,Headphones,9,Male,46-55,South America,73114
d8ae7444-c3bc-4f59-bbd9-30f477907721,Christopher Jenkins,2024-07-14,Laptop,3,Male,26-35,North America,103388
085af38f-0999-44a5-9b63-8db26a000a7a,Diane Garcia,2024-09-28,Smartphone,1,Male,56-65,South America,70837
28eb8762-1567-4515-b3d5-b5104a5ea7b7,Michael Dickson,2024-09-27,Smartphone,10,Other,18-25,Europe,111019
c1585ca1-4af8-4f4e-9460-b9fa1eabdb20,Angel Jackson,2024-11-16,Smartwatch,6,Female,46-55,Oceania,97500
0b4b8b5d-757a-4dac-bce5-cde1d89a3f05,Matthew Benson,2025-04-07,Gaming Console,10,Female,36-45,Asia,120219
b24cb982-eec9-4273-ba6b-ac45f9e63ec4,Robert Gilbert,2024-04-24,Camera,9,Other,65+,Europe,81307
8d9fb61b-cd2d-4f36-9612-ddeb278c1d0c,Destiny Ray,2024-03-25,Tablet,10,Male,46-55,North America,131712
e15829ef-5331-45f3-b897-18ffdeebffa9,Robert Hogan,2023-07-12,Smartwatch,10,Male,36-45,Oceania,21332
bc9263ae-9ee7-4b9f-9ff1-ea6a49dfa1f6,Brandon Nguyen,2025-04-19,Tablet,5,Other,46-55,South America,36565
582de161-c2df-4cf8-99b4-1cf63eb75b04,Mr. Craig Clark,2023-11-12,Bluetooth Speaker,4,Other,26-35,Asia,136657
f76cd7cf-dc0c-47b8-b546-2368c4aa05f0,Austin Evans,2025-01-17,Laptop,9,Male,36-45,South America,135057
fcba90c0-a2e5-4506-b35b-471fa6f2bf35,Jessica Greer,2023-06-16,Gaming Console,8,Female,65+,Oceania,21665
aeebafd9-8386-4b9d-aff6-a6208204a5b2,Joseph Sanders,2025-04-18,Tablet,6,Other,26-35,Europe,36007
86a928cb-2d76-46ff-973e-de902203895d,Mark Chase,2024-09-28,Camera,3,Male,36-45,North America,77349
b3d18994-e2a7-46fa-bfb2-2707bdb3b0a5,Anthony Martinez PhD,2023-10-14,Laptop,4,Female,56-65,Oceania,55161
e6a823ad-8bdd-40f9-a198-645c3113f4c3,Tiffany Jones,2024-04-30,Gaming Console,7,Male,18-25,Africa,25846
bf0fe855-84c9-48d9-8209-f7b5d33fc680,Donald Oneal,2024-06-09,Headphones,2,Other,18-25,Africa,70676
82e642f1-70b7-48cf-97ee-81a66be3745a,Alejandro Alvarado,2024-09-24,Smartwatch,6,Male,65+,Oceania,111354
4b06df9c-9276-441b-938a-4692a0e8dfcf,Christine Perez,2024-06-02,Tablet,3,Female,65+,North America,125999
f23ac819-fb1f-4ad6-9629-ae143c352ba6,Denise Green,2024-06-29,Bluetooth Speaker,10,Other,56-65,South America,123342
04f5f054-b121-4a6f-9879-63ac8cefe370,James Adams,2023-12-23,Headphones,5,Other,18-25,North America,95229
fad83d41-419b-4b17-bc93-be678f634a5f,Matthew Schmidt,2024-11-08,Gaming Console,9,Other,36-45,Asia,141232
8a8397a5-070a-4d38-8c3c-2410556878a7,Paul Deleon,2024-04-10,Camera,2,Female,18-25,Africa,107020
590e822d-cf9b-4d14-ab03-8d5c634bdab7,Lori Shelton,2023-06-01,Headphones,5,Female,18-25,South America,94720
7de8f726-be4d-4b42-ac85-c4068bdb7026,Victor Wade,2024-03-25,TV,10,Other,26-35,South America,73520
574c0f70-49ef-4d49-a967-83105e935537,Mrs. Rebecca Blackwell,2024-12-22,Smartwatch,6,Female,56-65,Oceania,71121
037379b3-4fc9-47f8-8f70-19f99ee6e230,Mrs. Erin Allen,2024-01-19,Headphones,8,Male,46-55,South America,142823
998bac87-40c4-489d-9577-b1e701d43dc7,Andre Thomas,2023-07-18,Headphones,2,Female,65+,South America,34465
1b5c1993-7105-460d-aaea-9f8afa3845d9,Kyle Ramirez,2024-06-06,Smartphone,7,Male,36-45,Asia,135762
e4e323a7-0dcc-4540-83f1-0a2dc7cf9bee,Courtney Ball,2023-12-04,Gaming Console,5,Male,56-65,South America,130241
f26a6a36-07d1-4272-a88b-7f1499d79c1d,Ronald Lozano,2024-03-10,Smartphone,8,Male,36-45,South America,78604
d4d84187-5099-485e-bee6-af06e71b7a73,Brandon Wong,2023-09-30,Smartwatch,4,Male,56-65,Europe,36943
ca8b4630-9c49-48a3-98b3-f2d538ba70bc,Mr. Nathaniel Bryant DDS,2023-11-29,Smartphone,8,Male,65+,Oceania,98827
6368163c-749b-407b-8be9-aa2e4f30f1a3,Taylor Mccall,2024-05-04,Bluetooth Speaker,7,Male,18-25,Africa,142363
4cb0f206-366e-41f5-9d01-25aae4f15f69,Elizabeth Bowman,2023-09-01,Laptop,9,Female,26-35,Oceania,143411
777fb3e6-bed5-4112-a439-b331289ac483,Robert Chapman,2023-06-09,Camera,5,Female,56-65,Africa,138031
b83cc0f6-db2f-4967-b61c-b41750752abb,Amy Williams,2023-07-24,VR Headset,9,Female,26-35,Europe,130216
8a7f1cb4-aca8-4d18-9686-c319857c65bb,Jacob Perez,2024-01-07,TV,2,Female,65+,Europe,35831
f3c9aa81-74d3-4eb8-85de-f668c04dbde1,Dana Davis,2024-04-20,Headphones,1,Male,56-65,South America,140370
21bc8f98-ce1b-4d44-a30b-71829a626246,Emily Jones,2024-09-21,TV,8,Other,36-45,Asia,122218
70437bb8-8f02-4305-b17e-603aaf0454c1,Samantha Martin,2023-09-10,Tablet,7,Male,26-35,North America,61154
9808485e-b94a-4439-ad15-b62d5d01e8b7,Amy Jacobs,2025-01-23,Smartphone,1,Other,36-45,Africa,119918
752fc275-ba0b-4bb0-b369-ed01c81f97f9,Sandra Martin,2023-05-25,VR Headset,2,Female,46-55,Africa,131561
8db02516-ea07-458a-989c-f51448e4074b,David Andrews,2024-01-14,Headphones,4,Female,18-25,Europe,120670
2042a1a2-6bd1-4497-96b8-16047e927f7e,Bernard Francis,2024-05-30,Camera,4,Other,26-35,Oceania,66893
3c261306-f6d1-43fb-b1f2-b3d07bbec276,Joel Gregory,2024-06-22,Camera,6,Male,46-55,Oceania,47684
72a60f80-2463-42dc-9a9a-f01b90d6acb3,Jacob Cross,2023-05-25,Gaming Console,3,Male,65+,North America,25899
89cb9eec-1122-45a5-a5ba-1a558917d3ba,Tracy Hardy,2023-11-01,Camera,9,Other,65+,Asia,101162
87a9a76b-debd-4b13-890a-08ba9707e3d4,Stephanie Tapia,2024-09-26,VR Headset,7,Female,26-35,Europe,65966
65b55aa2-96a5-4b59-88bf-c65ab363f914,Eric Reynolds,2023-12-05,Laptop,8,Female,36-45,Oceania,74037
b4441f16-440c-4bde-a7a9-71754d898cc8,Joy Bates,2023-06-20,TV,9,Male,56-65,Oceania,122981
39575dbb-4aeb-4aa7-9f57-b5416d76f3cd,Rachel Hill,2024-07-10,TV,3,Other,46-55,Oceania,26392
6cab3154-563d-4b22-b58d-df1c70e5f433,Michelle Jensen,2024-04-01,VR Headset,5,Other,18-25,Asia,45841
61265e22-4ee4-482d-8cee-40c4b9a66b5d,Debra Wright,2025-05-02,Laptop,6,Other,65+,North America,99023
bcccbd03-52a1-4084-b142-4827ac3c39f0,Mrs. Heather Bryant,2023-06-07,Camera,5,Other,56-65,Asia,38352
68955d62-63d6-4485-bc78-9b61e95962bd,Marcia Smith,2024-08-11,Tablet,8,Female,18-25,Asia,109748
f469f4b4-c251-4bec-9aef-c1b54995d536,Kathryn Mendez,2024-08-08,Headphones,2,Female,46-55,South America,143541
5abab15d-6ae0-4310-97ac-cb93f1192d98,Theresa Lucas,2024-07-18,Tablet,9,Male,65+,Africa,80116
1f350978-f5fe-4597-b30b-6917f454ff84,Debbie Rodriguez,2024-05-09,Tablet,9,Male,26-35,North America,143852
890eeabf-db73-4a67-887f-0495a36f1d5c,Stacey Brown,2024-01-15,Camera,5,Other,65+,Oceania,145295
fa532350-9039-4d69-826d-3aca1fb3fd12,Anthony Ray,2024-01-01,Headphones,6,Male,65+,Europe,110668
e414137e-efb9-49ca-b665-cfde9cf020c4,Pamela Marshall,2023-10-09,Laptop,8,Other,46-55,Oceania,23120
2d640a89-79e2-46ba-ac8b-db3ca27b7908,Isaiah Johnson,2023-06-10,Tablet,9,Other,18-25,North America,127117
0931ab05-e587-4451-b607-bb58c6779014,Joseph Carroll,2023-07-07,VR Headset,1,Female,26-35,South America,56132
254dbf5f-c9f5-4df9-8f48-b4cf6c1d895a,Elizabeth Ray,2023-06-24,Tablet,8,Female,36-45,Asia,88859
51d1d24b-10c7-4abb-a592-feee0d43c54d,Rebecca Phillips,2025-01-20,Tablet,1,Other,18-25,North America,117917
dbc25df1-b265-4c77-abcd-c66f72938e89,Jeremy Moss,2024-06-04,Smartphone,6,Male,18-25,Asia,134481
d214b2ce-d76d-4a89-a8b2-0e6b46a0e6f0,Michaela Smith,2025-02-19,Gaming Console,10,Female,65+,Africa,141827
b694aa70-9a7a-4745-aa4d-c2cce7349cc0,Samantha Gutierrez,2023-06-02,VR Headset,2,Other,26-35,Asia,47961
cd07a84d-731b-4170-ad17-17df3a2923d1,Gary Everett,2023-07-27,Laptop,2,Other,26-35,North America,37623
83c949ed-7e2b-4d51-9267-35e85da52cd8,Ashley Diaz,2023-09-11,Gaming Console,1,Male,26-35,Europe,131449
d91b1f51-2e84-48cc-8f8b-1cdc06a02890,Joseph Sanchez,2024-01-04,Smartwatch,2,Female,56-65,Europe,66055
7466ce6b-1fd7-4fa2-8886-34f249da31a0,Rachel Harrison,2023-11-11,Laptop,10,Other,26-35,Europe,104757
19925e50-6895-42d8-b5e5-bf944e3b1da8,Kelly Curry,2024-06-27,TV,8,Female,36-45,Europe,91190
0f8c3769-097c-4be7-9862-9e9c1af00da9,Paul Ruiz,2023-05-04,Laptop,10,Male,46-55,South America,63586
276e85e9-9a4e-46b0-a8b7-de1245cb66e9,Melissa Cardenas,2024-05-31,Camera,6,Female,18-25,Africa,125999
bb7ef95f-5f0a-43e0-88d4-c666bbe04ee8,Kathleen Holmes,2024-03-22,TV,6,Male,65+,Europe,71996
f78b0197-fb08-4902-b73b-881c93d3dcad,Tanya Luna,2023-08-22,VR Headset,6,Female,65+,Oceania,109937
0e9b337e-7edd-4091-b388-644420d438e5,Doris Thompson,2023-07-23,TV,4,Other,36-45,Africa,56268
baae4d30-7fa1-47b9-a314-1ec223ffb2d1,Charlene Burch,2024-05-13,VR Headset,9,Female,46-55,North America,85891
8b3b34b3-3643-4209-9db3-b811ec839636,Kathryn Duran,2024-08-08,Smartphone,1,Female,56-65,Asia,103883
7bab5591-9740-40c9-ae1f-0f8419571f9a,Roberto Garza,2024-05-10,Laptop,6,Male,18-25,South America,41137
63e542fd-8e33-48d0-9892-0cccb69b6ee3,William Allen,2023-07-17,Smartphone,6,Male,46-55,Africa,127061
ee0516cc-54ba-4644-9419-b3d5284638e9,Andrew Coleman,2025-01-14,Laptop,6,Male,56-65,North America,94610
2005e2e3-f50f-4b7b-9971-207b13278643,Edward Coleman,2024-08-09,Camera,10,Male,18-25,Asia,32749
e53c6ce7-e0b3-48ed-ac00-32b7b0565366,Kimberly Oneal,2024-05-27,Smartphone,4,Female,65+,Europe,130913
6533771f-b912-4cd5-86c8-bf1069c9f87b,Richard Smith,2024-11-21,Smartwatch,4,Male,26-35,Europe,109995
b4eff334-8ca3-4c86-9ca4-8ce66b80e0b1,Janet Goodwin,2024-04-22,VR Headset,5,Male,18-25,Asia,103104
53701933-feeb-4838-9a0b-f02b04451037,Joy Phillips,2024-06-16,Bluetooth Speaker,6,Male,18-25,North America,106803
be445087-2903-4ca0-897b-7661228f760e,Steven Smith,2024-02-03,Gaming Console,3,Female,26-35,Africa,80460
0095c01b-6ce6-46de-af2e-bc42e659be48,Hannah Gallegos DDS,2025-04-03,Tablet,1,Male,56-65,North America,40807
b553f804-f5af-4876-8bb1-e6ac110ad986,Kelly Lewis,2024-01-05,Bluetooth Speaker,1,Female,26-35,Oceania,64223
96598293-58dc-4daf-9fb9-590c69b9c36b,Daniel Brown,2023-08-17,Smartphone,8,Female,18-25,South America,104298
062c8fd9-b7e3-4d04-b69d-12a41ee9ba60,Robin Smith,2023-06-09,Headphones,10,Other,56-65,Asia,127747
22ea77d2-87be-4f41-ab32-fb6785778131,Jerry Patel,2023-12-25,Smartphone,10,Male,46-55,Europe,29763
0e26bac0-f4c6-4324-a029-a6a209267b0a,Cheryl Bennett,2024-08-03,VR Headset,4,Female,46-55,Africa,79499
16d52931-9650-4772-8289-28429f2bfb09,Joy Miller,2023-10-22,VR Headset,2,Other,46-55,North America,63414
17d67c5f-2415-42ae-b73f-fced04b492aa,Dylan Hunter,2023-11-19,VR Headset,7,Other,18-25,Asia,115314
512353ce-9504-4ce4-a7ae-fd8196710504,Ronald Hudson,2025-04-29,Smartphone,10,Other,65+,South America,32667
ac6b8e89-ce38-4bab-a8bb-6f7248dcba28,Tara Hatfield,2023-07-18,Smartphone,3,Male,46-55,South America,120926
efeb7bfc-f408-47f6-ad20-2cc931680f16,Cheryl Hawkins,2023-06-24,Camera,4,Other,26-35,North America,52710
8497172d-8f13-48e9-ae97-0ee7c7798651,Leroy Bell,2024-05-16,Gaming Console,9,Female,65+,Europe,41351
55cfe2ab-a021-4748-83b8-8346216f6422,Mr. Luke Bullock Jr.,2024-01-27,Camera,9,Other,65+,North America,94892
e57df554-4526-4f2c-b3a5-6a80c8c815ed,Tyrone West,2023-05-24,Tablet,7,Other,56-65,North America,30158
400fe0c6-7fda-4b92-b1da-0f2f2c1d3fc5,Kristen Hawkins,2023-09-22,VR Headset,6,Female,18-25,Europe,135428
b7bd6792-6f54-4ac9-9395-a2f8d628b990,Theodore Little,2025-04-20,Smartphone,1,Other,65+,Asia,137821
054d9675-678c-498d-8c18-95f7497528b6,Heidi Poole,2023-12-18,VR Headset,6,Female,18-25,Europe,95749
d828c0e4-295a-4c7a-b43d-6e145640efd7,Elizabeth Bailey,2025-01-17,TV,10,Other,46-55,Europe,70383
c21f148a-36aa-48e9-a121-5ebc6132d095,Danielle Wilson,2023-11-13,TV,4,Male,36-45,North America,148475
2bff7d1b-d667-4473-9348-4b796c20b9d3,Kimberly Singh,2023-12-08,Laptop,3,Other,65+,Asia,51169
5d0ac6f8-0fb5-4dbc-b813-bd4f03f2cdc2,James Cantu,2024-02-01,Smartphone,5,Other,26-35,North America,22729
3c50a908-59a1-4371-8217-a3a5a69ef349,Blake Cooper,2025-02-05,Smartphone,1,Female,18-25,North America,95830
40007b1b-1c95-4fcc-86e0-7e681959874d,Michael Gonzalez,2024-01-15,VR Headset,2,Male,18-25,North America,105495
5ec6ffd8-df8c-4c3b-a43e-f61e857893bd,Clifford Wheeler,2023-07-13,Smartwatch,5,Other,46-55,Oceania,72787
47c18ed2-c05a-4895-b125-fb00e455c62a,Carol Williams,2025-05-02,Gaming Console,6,Other,56-65,South America,20473
de4bc011-e458-43af-8829-49da022620b4,Jean Rhodes,2023-06-18,Smartwatch,10,Other,18-25,Oceania,142195
2faf48bf-5431-4041-95d1-faf77b2a6541,Peter Smith,2024-12-30,Gaming Console,7,Female,46-55,Asia,74864
39c63078-e6d6-4bda-83af-59dd4ba47fc9,Andrew Baker,2023-07-25,TV,6,Male,26-35,Africa,74891
71df2cd3-2643-4bfc-bb18-a752c8685e35,Jennifer Hernandez,2024-03-10,Smartphone,7,Female,36-45,Europe,20411
faf209d2-3c7c-4a30-b5de-62180b5a3007,Natalie Chambers,2023-12-09,Bluetooth Speaker,10,Female,46-55,Oceania,109959
f5198201-6ca8-4d15-81b5-85a4245ca21e,Cheryl Case,2024-02-28,Laptop,3,Other,65+,Asia,147807
011c94d0-0abb-4eb6-bae2-cdead95e1dbc,Johnny Phelps,2023-12-22,Laptop,4,Other,18-25,Europe,65433
21f59b50-435f-470b-b18e-1d641bece0c7,Vanessa Simmons,2025-03-05,Laptop,10,Female,26-35,North America,110704
86d6f8f3-dd1f-4d37-91fa-4980291525b7,Mr. James Berry,2024-09-02,Tablet,10,Other,46-55,Oceania,78589
081517be-f1f8-4944-9e2d-833f3348bbf6,Allison Booker,2024-04-13,Smartwatch,5,Male,65+,Oceania,118448
c347bc1e-30df-49a9-9bba-11a5588a5817,Kathy Cole,2023-07-15,Bluetooth Speaker,9,Other,65+,Oceania,93916
a0c2bb95-b4e8-4207-aa08-7bb561d179ca,Daniel Jones,2023-12-24,Camera,4,Male,65+,Africa,45262
769cd5e8-9e43-494a-a79e-cdc8829ffb73,Cassandra Stafford,2023-11-20,Bluetooth Speaker,3,Male,46-55,Europe,70499
0b2d12a1-6c7f-440d-9a8b-75b080416a32,Michael Dunn,2024-05-13,Camera,2,Female,56-65,South America,104143
c0b7bef0-bb3c-46e7-81f1-3018034de088,Gabriel Rush,2024-05-31,Camera,9,Female,26-35,Europe,68502
83ebef2e-b415-416b-92e4-e4af13e44761,James Foster,2024-08-23,Tablet,9,Female,26-35,Africa,117523
cc2ae678-b7da-4aab-a5b8-7402dcfdac0c,Arthur Bradley,2025-01-29,Headphones,3,Other,65+,Oceania,29023
59a1fdef-0675-4168-8b5f-a5f99f091dec,Oscar Bell,2024-04-18,TV,6,Other,65+,Europe,110763
3d697fe0-b317-465f-9f23-fa6c17c482ee,Carlos Myers,2025-04-19,Smartphone,1,Other,65+,North America,86754
c93ef2c5-6e95-4d6c-b14d-19c6850e0636,Bill Fisher,2025-03-10,TV,10,Female,26-35,Africa,56612
86fffb49-a331-409c-8db8-ef06db81511e,Jennifer Sanchez,2024-09-16,Gaming Console,10,Male,18-25,Europe,45787
b39a009b-f21c-4c79-893d-c6e5a568a00e,Ronald Williams,2024-01-02,Headphones,1,Male,26-35,North America,57800
f28d6e24-735d-4384-a232-c4de915c66ff,Michelle Fischer,2024-06-14,Bluetooth Speaker,6,Other,65+,Africa,112781
0ed26558-d03d-445c-ba6c-506f88699ac3,Omar Gardner,2023-08-20,Tablet,7,Other,56-65,Europe,30901
a1f25354-88f7-4516-ad43-cf5daf8eed5b,Maria Davidson,2023-10-10,Gaming Console,9,Female,36-45,Africa,35782
7a0aba37-fdac-4548-baf3-9c406c224cb7,Brianna Fitzpatrick,2024-11-17,VR Headset,3,Female,26-35,Oceania,104093
187f0ce8-899d-4ed1-9dce-b1c0826f467d,Johnny Carroll,2024-08-07,Laptop,9,Other,46-55,Europe,62624
342c1b46-713d-496f-90b5-f345b3327c71,Edward Russell,2024-03-26,Laptop,6,Female,36-45,South America,25614
bf853c0f-7103-4bb0-a235-15dc59e4d5cb,Ronald Park,2024-09-20,Tablet,8,Male,46-55,South America,24076
5bd2044a-115b-438e-b153-794c78707ebf,Anna Dennis MD,2023-05-27,Headphones,9,Female,65+,Oceania,117517
82f3d8e6-cc99-49ff-9d16-42e4a18c7380,Brandon Hughes,2023-10-02,Bluetooth Speaker,7,Other,36-45,Oceania,79788
acb29dfb-0b39-49f1-b775-786b8c54723e,Marc Barrett,2023-05-22,Laptop,10,Male,36-45,South America,71935
d1eae6cd-fdf6-4dac-b823-f73f0c6169ff,Gregory Washington,2023-09-02,Laptop,6,Male,36-45,Africa,148803
c92fb55b-37ec-4c9e-8717-ba777e791843,Brandon Willis,2025-01-21,Headphones,6,Other,18-25,Africa,134803
e424e226-f1e0-4d54-a949-4f1cbd518aab,Marc Espinoza,2023-11-24,Laptop,5,Other,36-45,South America,72902
120cf1ba-c0ad-4ed9-81bc-15c80eb7235d,Erik Brown,2025-03-02,Headphones,2,Other,56-65,South America,117056
c753e9db-3ece-4149-816e-c052b7b47fd7,Tyler Flynn,2023-06-24,Smartphone,10,Female,26-35,Europe,57581
ec7d7c70-8b10-40cb-b0d8-fcaededa2e44,Michael Lee,2023-08-20,Smartphone,9,Male,18-25,Oceania,51748
b727ab68-c611-4faa-be89-d54f82f33ad2,Kathleen Harmon,2023-07-15,Headphones,9,Male,26-35,Africa,88876
2bb6779b-143e-4671-87bf-f966dfff6c61,Elizabeth Jimenez,2024-01-15,Laptop,4,Male,36-45,Europe,122072
2cb30bff-2ea7-4732-91b5-0f9d8165d440,Justin Floyd,2024-03-28,Camera,3,Other,56-65,Europe,148512
26d7be00-7dc1-4e75-821f-f6f1f835b631,Abigail Hayes,2024-01-27,Bluetooth Speaker,6,Other,56-65,Europe,46611
df1f84e5-70b0-441b-bc30-d85e04aab15f,Jeremy Blackburn,2023-05-22,VR Headset,3,Other,56-65,South America,104466
9e1d924c-6c81-4ed6-b785-87b2d9a86439,Cindy Martin,2023-09-25,Gaming Console,1,Female,46-55,Oceania,97579
4700a2ae-a4cd-4c07-981e-52c7eb4b4885,Andrew Eaton,2024-08-12,Smartphone,6,Male,56-65,Europe,148148
62d14b7d-4dbc-4df2-bb38-eaf7500904bc,Debra Ponce,2024-05-10,Tablet,4,Male,26-35,Oceania,127583
d362becf-c2be-4e37-8ee8-13b5638437f7,Mrs. Rebecca Barker DDS,2023-06-08,Camera,4,Other,46-55,North America,110123
7b039a59-7bac-45e7-8805-aeb7e4576bf3,Patrick Tran,2023-05-27,VR Headset,2,Male,18-25,North America,45624
5ae18158-ed24-4e1c-bd1d-705976a0cf04,Jeffrey Garrison,2024-12-18,Camera,2,Other,46-55,North America,74260
048d1fc7-073b-48fa-b995-eb4510bf7349,Rita Aguirre,2023-10-13,Laptop,3,Female,56-65,North America,86353
49b15aec-4603-48f5-9dd9-4add49cf4b01,Jeffery Chavez,2024-01-09,VR Headset,4,Other,65+,North America,43376
854a40d6-ceac-43f9-95cf-02b8a5b381c4,Carla Villegas,2024-01-12,TV,10,Male,26-35,Europe,23333
0de4fd51-3317-4af6-aac1-e571d41ce168,Isaiah Salazar,2023-08-27,Smartphone,2,Male,26-35,Asia,111170
c42b60af-318b-4f18-be52-42c26e6fba68,Jeffrey Ford,2023-05-04,VR Headset,10,Male,26-35,Europe,104986
1205cbff-d927-45cb-824e-88e4a5674c26,Cody Leonard,2025-03-26,TV,4,Female,56-65,Europe,93349
7713dfa1-d354-4601-b49a-89ab8051da60,Diana Williams,2023-09-01,Camera,3,Other,46-55,Africa,127339
f0c3b1c8-cd0b-44eb-a5cb-3ea2c0485568,Rebekah Nelson,2023-08-14,Headphones,1,Other,26-35,South America,62560
85bc0315-0cba-46b1-9371-ee5bbe31a850,Cindy Solis,2025-01-12,Headphones,6,Other,26-35,Africa,41693
5c14e645-225e-4dc8-bff2-3bccb25621c0,Amanda Gomez,2025-01-06,Headphones,2,Other,18-25,Asia,52194
bce39f11-995e-41cb-9502-93193c6d2560,Dr. Amanda Lester,2024-06-25,Bluetooth Speaker,5,Other,26-35,Asia,48069
f5befc76-d62a-4362-b77b-03aad8781ddb,Adam Nguyen,2024-03-17,Gaming Console,4,Male,46-55,North America,108940
231ae394-9f79-49e5-9eeb-72f71d8a1226,Jason Herrera,2023-12-16,Bluetooth Speaker,6,Female,36-45,North America,41871
b127956b-4b61-4911-95c7-ea80b9455a8a,Joshua Miller,2023-05-10,TV,8,Male,18-25,Oceania,122413
af359d88-983b-4555-a569-6b546335c61c,Jacqueline Wright,2023-10-04,Gaming Console,1,Male,18-25,North America,81465
37522d22-b385-48c3-bac5-16843b512fdb,Felicia Trujillo,2023-07-04,Gaming Console,10,Female,18-25,Asia,112036
